cluster,confidence_max,confidence_min,end_time,location_x,location_y,reliability_max,reliability_min,start_time,thumbs_up,uuid count,point
794,0,0,2018-10-25 15:44:00,-56.185443,-34.890556,5,5,2018-10-25 15:15:00,0,1,POINT (-56.185443 -34.890556)
795,3,0,2018-10-25 18:10:00,-56.144309,-34.910226,10,5,2018-10-25 16:04:00,6,3,POINT (-56.144309 -34.910226)
796,0,0,2018-10-25 18:05:00,-56.155896,-34.906233,6,5,2018-10-25 17:20:00,0,2,POINT (-56.155896 -34.906233)
797,4,0,2018-10-25 18:04:00,-56.0864872777778,-34.89529515555555,10,5,2018-10-25 17:14:00,12,2,POINT (-56.0864872777778 -34.89529515555555)
798,1,0,2018-10-25 18:50:00,-56.18628966666666,-34.87888066666667,8,5,2018-10-25 17:38:00,5,3,POINT (-56.18628966666666 -34.87888066666667)
799,1,0,2018-10-25 19:01:00,-56.198787,-34.883662,8,5,2018-10-25 18:27:00,2,1,POINT (-56.198787 -34.883662)
800,0,0,2018-10-25 19:56:00,-56.232982,-34.870158,5,5,2018-10-25 19:32:00,0,1,POINT (-56.232982 -34.870158)
801,0,0,2018-10-25 22:24:00,-56.159997000000004,-34.8771,6,5,2018-10-25 21:05:00,1,2,POINT (-56.159997 -34.8771)
802,0,0,2018-10-25 22:46:00,-56.196413,-34.857917,6,5,2018-10-25 22:16:00,1,1,POINT (-56.196413 -34.857917)
803,1,0,2018-10-26 09:16:00,-56.177865499999996,-34.863446499999995,8,5,2018-10-26 08:18:00,4,2,POINT (-56.1778655 -34.86344649999999)
804,0,0,2018-10-26 09:03:00,-56.137136,-34.886486,5,5,2018-10-26 08:29:00,0,1,POINT (-56.137136 -34.886486)
805,0,0,2018-10-26 10:29:00,-56.14785833333334,-34.849129,5,5,2018-10-26 08:25:00,0,3,POINT (-56.14785833333334 -34.849129)
806,0,0,2018-10-26 16:30:00,-56.143301,-34.903356,5,5,2018-10-26 16:01:00,0,1,POINT (-56.143301 -34.903356)
807,0,0,2018-10-26 18:04:00,-56.1719335,-34.8903505,6,5,2018-10-26 17:12:00,1,2,POINT (-56.1719335 -34.8903505)
808,1,0,2018-10-26 17:57:00,-56.164479,-34.869019,7,5,2018-10-26 17:27:00,2,1,POINT (-56.164479 -34.869019)
809,3,0,2018-10-26 19:26:00,-56.163905,-34.903245,10,5,2018-10-26 18:26:00,7,1,POINT (-56.163905 -34.903245)
810,0,0,2018-10-26 19:56:00,-56.171852,-34.890768,5,5,2018-10-26 19:41:00,0,1,POINT (-56.171852 -34.890768)
811,3,0,2018-10-26 22:16:00,-56.17959,-34.907811,10,5,2018-10-26 20:57:00,8,3,POINT (-56.17959 -34.907811)
812,0,0,2018-10-26 22:25:00,-56.157275,-34.884366,5,5,2018-10-26 21:55:00,0,1,POINT (-56.157275 -34.884366)
813,0,0,2018-10-27 03:40:00,-56.185409,-34.875012,5,5,2018-10-27 03:11:00,0,1,POINT (-56.185409 -34.875012)
814,0,0,2018-10-27 05:32:00,-56.14534965591397,-34.90733669892473,6,5,2018-10-27 03:35:00,1,3,POINT (-56.14534965591397 -34.90733669892473)
815,0,0,2018-10-27 05:52:00,-56.150338,-34.908944,5,5,2018-10-27 05:23:00,0,1,POINT (-56.150338 -34.908944)
816,3,0,2018-10-27 10:10:00,-56.183593,-34.8944795,10,5,2018-10-27 08:41:00,5,2,POINT (-56.183593 -34.8944795)
817,0,0,2018-10-27 14:43:00,-56.162716,-34.868156,6,5,2018-10-27 14:14:00,1,1,POINT (-56.162716 -34.868156)
818,0,0,2018-10-27 15:30:00,-56.139635,-34.880125,5,5,2018-10-27 14:58:00,0,1,POINT (-56.139635 -34.880125)
819,0,0,2018-10-27 17:28:00,-56.1620525,-34.854675,5,5,2018-10-27 15:44:00,0,2,POINT (-56.1620525 -34.854675)
820,0,0,2018-10-27 17:07:00,-56.160508,-34.852795,5,5,2018-10-27 16:37:00,0,1,POINT (-56.160508 -34.852795)
821,0,0,2018-10-27 19:10:00,-56.170405,-34.864257,5,5,2018-10-27 18:41:00,0,1,POINT (-56.170405 -34.864257)
822,0,0,2018-10-27 19:56:00,-56.173632,-34.870276,6,5,2018-10-27 19:52:00,1,1,POINT (-56.173632 -34.870276)
823,2,0,2018-10-27 23:32:00,-56.165743159090894,-34.88874915909091,9,5,2018-10-27 21:19:00,5,4,POINT (-56.16574315909089 -34.88874915909091)
824,0,0,2018-10-28 01:41:00,-56.218191,-34.855845,5,5,2018-10-28 01:09:00,0,1,POINT (-56.218191 -34.855845)
825,0,0,2018-10-28 07:32:00,-56.144481,-34.841121,6,5,2018-10-28 07:02:00,0,1,POINT (-56.144481 -34.841121)
826,0,0,2018-10-28 09:54:00,-56.190946,-34.829984,5,5,2018-10-28 09:25:00,0,1,POINT (-56.190946 -34.829984)
827,0,0,2018-10-28 17:22:00,-56.185439,-34.893419,5,5,2018-10-28 16:53:00,0,1,POINT (-56.185439 -34.893419)
828,0,0,2018-10-28 18:45:00,-56.243202,-34.841951,5,5,2018-10-28 18:15:00,0,1,POINT (-56.243202 -34.841951)
829,0,0,2018-10-29 07:27:00,-56.203819,-34.870461,5,5,2018-10-29 06:56:00,0,1,POINT (-56.203819 -34.870461)
830,0,0,2018-10-29 08:22:00,-56.143046,-34.885636,6,5,2018-10-29 07:37:00,1,1,POINT (-56.143046 -34.885636)
831,0,0,2018-10-29 08:12:00,-56.145777,-34.823008,5,5,2018-10-29 07:42:00,0,1,POINT (-56.145777 -34.823008)
832,2,0,2018-10-29 08:43:00,-56.202698,-34.845758000000004,9,5,2018-10-29 07:44:00,2,2,POINT (-56.202698 -34.845758)
833,0,0,2018-10-29 11:29:00,-56.195476600000006,-34.900469199999996,6,5,2018-10-29 08:04:00,1,5,POINT (-56.19547660000001 -34.9004692)
834,1,0,2018-10-29 11:47:00,-56.17768,-34.880195,7,5,2018-10-29 11:09:00,2,1,POINT (-56.17768 -34.880195)
835,3,0,2018-10-29 17:10:00,-56.16891412903225,-34.8932028064516,10,5,2018-10-29 13:05:00,7,4,POINT (-56.16891412903225 -34.8932028064516)
836,0,0,2018-10-29 18:24:00,-56.13490466666667,-34.86140433333333,6,5,2018-10-29 16:29:00,2,3,POINT (-56.13490466666667 -34.86140433333333)
837,0,0,2018-10-29 17:24:00,-56.153442,-34.914326,5,5,2018-10-29 16:55:00,0,1,POINT (-56.153442 -34.914326)
838,0,0,2018-10-29 18:22:00,-56.119487,-34.898022,7,5,2018-10-29 18:16:00,1,1,POINT (-56.119487 -34.898022)
839,0,0,2018-10-29 19:56:00,-56.144283,-34.84126,5,5,2018-10-29 19:45:00,0,1,POINT (-56.144283 -34.84126)
840,1,0,2018-10-29 21:40:00,-56.157715,-34.871709,9,5,2018-10-29 21:01:00,3,1,POINT (-56.157715 -34.871709)
841,0,0,2018-10-30 00:30:00,-56.13691,-34.911069,6,5,2018-10-29 23:59:00,0,1,POINT (-56.13691 -34.911069)
842,0,0,2018-10-30 01:11:00,-56.258549,-34.874136,5,5,2018-10-30 00:40:00,0,1,POINT (-56.258549 -34.874136)
843,5,0,2018-10-30 13:08:00,-56.14878041666666,-34.87874825,10,5,2018-10-30 07:39:00,21,12,POINT (-56.14878041666666 -34.87874825)
844,0,0,2018-10-30 09:17:00,-56.113957,-34.89239,5,5,2018-10-30 08:45:00,0,1,POINT (-56.113957 -34.89239)
845,0,0,2018-10-30 09:19:00,-56.152667,-34.875706,6,6,2018-10-30 08:50:00,0,1,POINT (-56.152667 -34.875706)
846,0,0,2018-10-30 09:16:00,-56.139202,-34.909816,7,5,2018-10-30 08:55:00,1,1,POINT (-56.139202 -34.909816)
847,0,0,2018-10-30 09:39:00,-56.157554,-34.841835,5,5,2018-10-30 09:09:00,0,1,POINT (-56.157554 -34.841835)
848,3,0,2018-10-30 10:24:00,-56.062934,-34.897709,10,5,2018-10-30 09:52:00,8,1,POINT (-56.062934 -34.897709)
849,0,0,2018-10-30 12:14:00,-56.201635,-34.881042,6,5,2018-10-30 11:43:00,1,1,POINT (-56.201635 -34.881042)
850,1,0,2018-10-30 14:07:00,-56.131238499999995,-34.885814999999994,7,5,2018-10-30 12:09:00,1,2,POINT (-56.13123849999999 -34.88581499999999)
851,0,0,2018-10-30 13:07:00,-56.164473,-34.897971,7,5,2018-10-30 12:31:00,1,1,POINT (-56.164473 -34.897971)
852,1,0,2018-10-30 14:30:00,-56.114627,-34.887416,7,5,2018-10-30 13:55:00,2,1,POINT (-56.114627 -34.887416)
853,3,0,2018-10-30 18:16:00,-56.18868011923583,-34.88841292440711,10,5,2018-10-30 14:11:00,15,8,POINT (-56.18868011923583 -34.88841292440711)
854,3,0,2018-10-30 18:01:00,-56.19280511235955,-34.901238876404506,10,5,2018-10-30 16:10:00,8,2,POINT (-56.19280511235955 -34.90123887640451)
855,0,0,2018-10-30 17:19:00,-56.160502,-34.873225,5,5,2018-10-30 16:50:00,0,1,POINT (-56.160502 -34.873225)
856,0,0,2018-10-30 18:01:00,-56.21416575,-34.83465175,5,5,2018-10-30 15:07:00,0,4,POINT (-56.21416575 -34.83465175)
857,0,0,2018-10-30 18:22:00,-56.194785,-34.897229,7,5,2018-10-30 17:58:00,1,1,POINT (-56.194785 -34.897229)
858,0,0,2018-10-30 18:51:00,-56.148996,-34.914534,5,5,2018-10-30 18:21:00,0,1,POINT (-56.148996 -34.914534)
859,0,0,2018-10-30 21:01:00,-56.221428,-34.855088,6,6,2018-10-30 20:57:00,0,1,POINT (-56.221428 -34.855088)
860,0,0,2018-10-31 00:38:00,-56.1872514,-34.885135000000005,6,5,2018-10-30 21:39:00,2,5,POINT (-56.1872514 -34.88513500000001)
861,3,0,2018-10-25 18:32:00,-56.132561,-34.886833,10,5,2018-10-25 18:10:00,7,1,POINT (-56.132561 -34.886833)
862,0,0,2018-10-26 11:07:00,-56.273284,-34.882312,5,5,2018-10-26 10:37:00,0,1,POINT (-56.273284 -34.882312)
863,0,0,2018-10-26 13:51:00,-56.160134,-34.881836,5,5,2018-10-26 13:12:00,0,1,POINT (-56.160134 -34.881836)
864,0,0,2018-10-26 14:18:00,-56.150212,-34.921469,7,5,2018-10-26 13:46:00,1,1,POINT (-56.150212 -34.921469)
865,3,0,2018-10-26 18:22:00,-56.085396,-34.892686,10,5,2018-10-26 17:44:00,6,1,POINT (-56.085396 -34.892686)
866,2,0,2018-10-26 18:56:00,-56.14564,-34.907391,10,5,2018-10-26 18:26:00,5,1,POINT (-56.14564 -34.907391)
867,3,0,2018-10-26 19:42:00,-56.195178999999996,-34.893346,10,5,2018-10-26 18:26:00,5,2,POINT (-56.195179 -34.893346)
868,1,0,2018-10-26 19:07:00,-56.194246,-34.883394,8,5,2018-10-26 18:47:00,2,1,POINT (-56.194246 -34.883394)
869,0,0,2018-10-26 21:42:00,-56.159020790697696,-34.8864750348837,6,5,2018-10-26 21:00:00,0,2,POINT (-56.1590207906977 -34.8864750348837)
870,0,0,2018-10-26 22:14:00,-56.05337,-34.876913,7,6,2018-10-26 21:45:00,1,1,POINT (-56.05337 -34.876913)
871,0,0,2018-10-26 22:37:00,-56.195116,-34.899087,6,5,2018-10-26 22:08:00,1,1,POINT (-56.195116 -34.899087)
872,1,0,2018-10-27 01:57:00,-56.185301,-34.875708,8,5,2018-10-27 01:15:00,3,1,POINT (-56.185301 -34.875708)
873,0,0,2018-10-27 15:03:00,-56.209669,-34.852575,5,5,2018-10-27 14:33:00,0,1,POINT (-56.209669 -34.852575)
874,0,0,2018-10-27 19:56:00,-56.17770466666667,-34.89765233333333,6,5,2018-10-27 18:39:00,1,3,POINT (-56.17770466666667 -34.89765233333333)
875,0,0,2018-10-27 19:51:00,-56.251568,-34.877847,6,6,2018-10-27 19:22:00,0,1,POINT (-56.251568 -34.877847)
876,1,0,2018-10-28 01:05:00,-56.17778833333333,-34.897838166666666,8,5,2018-10-27 20:57:00,3,6,POINT (-56.17778833333333 -34.89783816666667)
877,0,0,2018-10-28 03:09:00,-56.220206,-34.819428,5,5,2018-10-28 02:40:00,0,1,POINT (-56.220206 -34.819428)
878,0,0,2018-10-28 10:12:00,-56.316048,-34.804859,5,5,2018-10-28 09:41:00,0,1,POINT (-56.316048 -34.804859)
879,1,0,2018-10-28 13:36:00,-56.1518715483871,-34.9228249892473,8,5,2018-10-28 11:54:00,2,3,POINT (-56.1518715483871 -34.9228249892473)
880,0,0,2018-10-28 15:06:00,-56.169433,-34.909498,6,5,2018-10-28 14:31:00,1,1,POINT (-56.169433 -34.909498)
881,0,0,2018-10-28 15:20:00,-56.106882,-34.890995,5,5,2018-10-28 14:49:00,0,1,POINT (-56.106882 -34.890995)
882,0,0,2018-10-28 16:00:00,-56.249097,-34.838183,5,5,2018-10-28 15:29:00,0,1,POINT (-56.249097 -34.838183)
883,0,0,2018-10-29 09:33:00,-56.158168,-34.897932,6,5,2018-10-29 09:03:00,0,1,POINT (-56.158168 -34.897932)
884,0,0,2018-10-29 15:36:00,-56.17782866666666,-34.88045666666667,5,5,2018-10-29 12:58:00,0,3,POINT (-56.17782866666666 -34.88045666666667)
885,0,0,2018-10-29 14:59:00,-56.163201,-34.893646,5,5,2018-10-29 14:29:00,0,1,POINT (-56.163201 -34.893646)
886,0,0,2018-10-29 16:21:00,-56.171256,-34.861464,5,5,2018-10-29 15:51:00,0,1,POINT (-56.171256 -34.861464)
887,0,0,2018-10-30 11:34:00,-56.150504,-34.877188,6,5,2018-10-30 10:58:00,1,1,POINT (-56.150504 -34.877188)
888,0,0,2018-10-30 13:05:00,-56.193057,-34.900741,6,5,2018-10-30 12:22:00,1,1,POINT (-56.193057 -34.900741)
889,0,0,2018-10-30 14:19:00,-56.226358,-34.796779,6,5,2018-10-30 13:42:00,1,1,POINT (-56.226358 -34.796779)
890,0,0,2018-10-30 16:12:00,-56.192406,-34.866159499999995,6,5,2018-10-30 15:09:00,1,2,POINT (-56.192406 -34.86615949999999)
891,2,0,2018-10-30 19:43:00,-56.175467600000005,-34.871494999999996,9,5,2018-10-30 15:37:00,6,5,POINT (-56.1754676 -34.871495)
892,0,0,2018-10-30 16:20:00,-56.193926,-34.883855,5,5,2018-10-30 15:49:00,0,1,POINT (-56.193926 -34.883855)
893,0,0,2018-10-30 17:23:00,-56.188013,-34.905396,6,5,2018-10-30 17:21:00,0,1,POINT (-56.188013 -34.905396)
894,0,0,2018-10-30 19:20:00,-56.191272,-34.869768,5,5,2018-10-30 18:51:00,0,1,POINT (-56.191272 -34.869768)
895,2,0,2018-10-30 22:27:00,-56.166736,-34.878326,10,5,2018-10-30 21:26:00,5,1,POINT (-56.166736 -34.878326)
896,0,0,2018-10-30 22:13:00,-56.21359,-34.786459,5,5,2018-10-30 21:42:00,0,1,POINT (-56.21359 -34.786459)
897,0,0,2018-10-31 08:24:00,-56.2449715,-34.82618050000001,5,5,2018-10-31 06:34:00,0,2,POINT (-56.2449715 -34.82618050000001)
898,0,0,2018-10-31 09:12:00,-56.222381,-34.863459,5,5,2018-10-31 08:38:00,0,1,POINT (-56.222381 -34.863459)
899,0,0,2018-10-31 12:41:00,-56.138876499999995,-34.811123499999994,5,5,2018-10-31 12:08:00,0,2,POINT (-56.13887649999999 -34.81112349999999)
900,0,0,2018-10-31 13:03:00,-56.191199,-34.890338,6,5,2018-10-31 12:27:00,0,1,POINT (-56.191199 -34.890338)
901,1,0,2018-10-31 15:13:00,-56.163014000000004,-34.911363,7,5,2018-10-31 14:22:00,3,2,POINT (-56.163014 -34.911363)
902,0,0,2018-10-31 17:44:00,-56.1761865,-34.89462975,7,5,2018-10-31 15:32:00,2,4,POINT (-56.1761865 -34.89462975)
903,0,0,2018-10-31 16:05:00,-56.196035,-34.871762,5,5,2018-10-31 15:35:00,0,1,POINT (-56.196035 -34.871762)
904,2,0,2018-10-31 19:51:00,-56.16622286111112,-34.883097379629625,10,5,2018-10-31 17:22:00,18,6,POINT (-56.16622286111112 -34.88309737962962)
905,2,0,2018-10-31 19:19:00,-56.1561625,-34.891498999999996,10,5,2018-10-31 18:17:00,5,2,POINT (-56.1561625 -34.891499)
906,1,0,2018-10-31 19:12:00,-56.139614,-34.886523,7,5,2018-10-31 18:42:00,1,1,POINT (-56.139614 -34.886523)
907,4,0,2018-10-31 19:44:00,-56.1749045,-34.865031,10,5,2018-10-31 18:02:00,11,4,POINT (-56.1749045 -34.865031)
908,0,0,2018-10-31 19:18:00,-56.12948,-34.9045105,7,5,2018-10-31 18:45:00,1,2,POINT (-56.12948 -34.9045105)
909,0,0,2018-11-01 00:00:00,-56.245264,-34.796239,5,5,2018-10-31 23:31:00,0,1,POINT (-56.245264 -34.796239)
910,1,0,2018-11-01 09:22:00,-56.033987499999995,-34.881495,7,5,2018-11-01 08:22:00,3,2,POINT (-56.03398749999999 -34.881495)
911,0,0,2018-11-01 09:18:00,-56.187896,-34.886509,5,5,2018-11-01 08:48:00,0,1,POINT (-56.187896 -34.886509)
912,0,0,2018-11-01 11:58:00,-56.158217,-34.921946,5,5,2018-11-01 11:29:00,0,1,POINT (-56.158217 -34.921946)
913,0,0,2018-11-01 15:08:00,-56.16652685714286,-34.859776714285715,6,5,2018-11-01 11:38:00,1,7,POINT (-56.16652685714286 -34.85977671428572)
914,1,0,2018-11-01 18:56:00,-56.09670333333333,-34.88527666666667,10,5,2018-11-01 16:33:00,6,3,POINT (-56.09670333333333 -34.88527666666667)
915,0,0,2018-11-01 17:57:00,-56.17608991666666,-34.85796824999999,7,5,2018-11-01 14:11:00,1,12,POINT (-56.17608991666666 -34.85796824999999)
916,1,0,2018-11-01 18:32:00,-56.174223,-34.902066000000005,8,5,2018-11-01 17:10:00,3,2,POINT (-56.174223 -34.902066)
917,2,0,2018-11-01 18:56:00,-56.128734333333334,-34.88670200000001,10,5,2018-11-01 18:33:00,6,3,POINT (-56.12873433333333 -34.88670200000001)
918,0,0,2018-10-20 21:17:00,-56.198570000000004,-34.8490855,5,5,2018-10-20 20:57:00,0,2,POINT (-56.19857 -34.8490855)
919,0,0,2018-10-30 22:13:00,-56.1670115,-34.869393,6,5,2018-10-30 21:29:00,1,2,POINT (-56.1670115 -34.869393)
920,0,0,2018-10-31 06:56:00,-56.194062,-34.839068,5,5,2018-10-31 06:26:00,0,1,POINT (-56.194062 -34.839068)
921,1,0,2018-10-31 09:06:00,-56.179003333333334,-34.90407199999999,8,5,2018-10-31 07:34:00,4,3,POINT (-56.17900333333333 -34.90407199999999)
922,2,0,2018-10-31 12:51:00,-56.17135571428572,-34.89624442857143,9,5,2018-10-31 07:37:00,8,7,POINT (-56.17135571428572 -34.89624442857143)
923,0,0,2018-10-31 08:22:00,-56.193978,-34.88378,6,5,2018-10-31 08:04:00,0,1,POINT (-56.193978 -34.88378)
924,0,0,2018-10-31 09:23:00,-56.257963,-34.84119,6,5,2018-10-31 08:40:00,1,1,POINT (-56.257963 -34.84119)
925,1,0,2018-10-31 11:51:00,-56.180070666666666,-34.896967,7,5,2018-10-31 10:53:00,4,3,POINT (-56.18007066666667 -34.896967)
926,0,0,2018-10-31 12:04:00,-56.196905,-34.888701,7,5,2018-10-31 11:34:00,1,1,POINT (-56.196905 -34.888701)
927,0,0,2018-10-31 15:14:00,-56.093545,-34.884336,5,5,2018-10-31 14:38:00,0,1,POINT (-56.093545 -34.884336)
928,0,0,2018-10-31 17:09:00,-56.265638,-34.87948,5,5,2018-10-31 16:39:00,0,1,POINT (-56.265638 -34.87948)
929,0,0,2018-10-31 19:54:00,-56.1515175,-34.881442,6,5,2018-10-31 17:56:00,0,2,POINT (-56.1515175 -34.881442)
930,0,0,2018-10-31 18:53:00,-56.161088,-34.87181,5,5,2018-10-31 18:23:00,0,1,POINT (-56.161088 -34.87181)
931,0,0,2018-10-31 19:09:00,-56.191714,-34.868849,7,5,2018-10-31 18:35:00,1,1,POINT (-56.191714 -34.868849)
932,2,0,2018-10-31 19:35:00,-56.146748,-34.888594,9,5,2018-10-31 18:27:00,4,2,POINT (-56.146748 -34.888594)
933,0,0,2018-10-31 23:20:00,-56.107283,-34.89596,5,5,2018-10-31 22:51:00,0,1,POINT (-56.107283 -34.89596)
934,1,0,2018-11-01 00:09:00,-56.186556,-34.904599,7,5,2018-10-31 23:13:00,1,1,POINT (-56.186556 -34.904599)
935,2,0,2018-11-01 08:21:00,-56.1819472682927,-34.8531638536585,9,5,2018-11-01 07:41:00,2,1,POINT (-56.1819472682927 -34.8531638536585)
936,1,0,2018-11-01 09:23:00,-56.165002,-34.895434,8,5,2018-11-01 08:51:00,2,1,POINT (-56.165002 -34.895434)
937,0,0,2018-11-01 12:10:00,-56.197073,-34.840855,5,5,2018-11-01 11:41:00,0,1,POINT (-56.197073 -34.840855)
938,0,0,2018-11-01 13:20:00,-56.141925,-34.821472,5,5,2018-11-01 12:47:00,0,1,POINT (-56.141925 -34.821472)
939,2,0,2018-11-01 14:53:00,-56.164953999999994,-34.89489275,10,5,2018-11-01 13:30:00,7,4,POINT (-56.16495399999999 -34.89489275)
940,0,0,2018-11-01 14:33:00,-56.184497500000006,-34.897652,7,5,2018-11-01 13:46:00,0,2,POINT (-56.18449750000001 -34.897652)
941,0,0,2018-11-01 17:07:00,-56.166731,-34.860009500000004,5,5,2018-11-01 16:26:00,0,2,POINT (-56.166731 -34.8600095)
942,3,0,2018-11-01 18:51:00,-56.181869,-34.88954,10,5,2018-11-01 18:10:00,5,1,POINT (-56.181869 -34.88954)
943,0,0,2018-10-05 16:15:00,-56.188444,-34.888731,5,5,2018-10-05 16:15:00,0,1,POINT (-56.188444 -34.888731)
944,0,0,2018-10-24 20:57:00,-56.106737,-34.888176,5,5,2018-10-24 20:57:00,0,1,POINT (-56.106737 -34.888176)
945,0,0,2018-10-13 21:41:00,-56.139432,-34.899867,5,5,2018-10-13 21:26:00,0,1,POINT (-56.139432 -34.899867)
946,0,0,2018-10-14 11:24:00,-56.204517,-34.873566,5,5,2018-10-14 10:43:00,0,2,POINT (-56.204517 -34.873566)
947,0,0,2018-10-14 05:45:00,-56.124125,-34.896089,6,5,2018-10-14 05:06:00,1,1,POINT (-56.124125 -34.896089)
948,0,0,2018-10-10 22:12:00,-56.254482,-34.865944,5,5,2018-10-10 21:49:00,0,1,POINT (-56.254482 -34.865944)
949,0,0,2018-10-11 08:57:00,-56.167063,-34.848785,5,5,2018-10-11 08:36:00,0,1,POINT (-56.167063 -34.848785)
950,0,0,2018-10-11 14:17:00,-56.218297,-34.8285445,5,5,2018-10-11 13:06:00,0,2,POINT (-56.218297 -34.8285445)
951,0,0,2018-10-11 13:26:00,-56.125714,-34.845537,5,5,2018-10-11 13:08:00,0,1,POINT (-56.125714 -34.845537)
952,1,0,2018-10-11 14:08:00,-56.169081,-34.863582,8,5,2018-10-11 13:36:00,3,1,POINT (-56.169081 -34.863582)
953,0,0,2018-10-11 13:52:00,-56.192836,-34.8378,5,5,2018-10-11 13:44:00,0,1,POINT (-56.192836 -34.8378)
954,0,0,2018-10-11 15:42:00,-56.162958,-34.911875,5,5,2018-10-11 15:27:00,0,1,POINT (-56.162958 -34.911875)
955,0,0,2018-10-11 17:00:00,-56.131236,-34.870237,5,5,2018-10-11 16:48:00,0,1,POINT (-56.131236 -34.870237)
956,0,0,2018-10-11 18:36:00,-56.155468,-34.904421,5,5,2018-10-11 18:27:00,0,1,POINT (-56.155468 -34.904421)
957,0,0,2018-10-11 19:15:00,-56.053306,-34.890501,6,5,2018-10-11 18:54:00,0,1,POINT (-56.053306 -34.890501)
958,0,0,2018-10-11 20:37:00,-56.201266,-34.881324,6,5,2018-10-11 20:08:00,1,1,POINT (-56.201266 -34.881324)
959,0,0,2018-10-11 20:32:00,-56.095895,-34.876082,5,5,2018-10-11 20:24:00,0,1,POINT (-56.095895 -34.876082)
960,0,0,2018-10-11 20:51:00,-56.185253,-34.893531,5,5,2018-10-11 20:30:00,0,1,POINT (-56.185253 -34.893531)
961,0,0,2018-10-12 07:00:00,-56.16474125,-34.86628625,6,5,2018-10-12 06:41:00,0,1,POINT (-56.16474125 -34.86628625)
962,0,0,2018-10-12 08:04:00,-56.193407,-34.885897,6,5,2018-10-12 07:54:00,1,1,POINT (-56.193407 -34.885897)
963,2,0,2018-10-12 09:15:00,-56.150046,-34.903055,9,5,2018-10-12 08:29:00,4,1,POINT (-56.150046 -34.903055)
964,0,0,2018-10-12 09:19:00,-56.181744,-34.910898,5,5,2018-10-12 09:01:00,0,1,POINT (-56.181744 -34.910898)
965,3,0,2018-10-12 11:31:00,-56.139564,-34.909764,10,5,2018-10-12 10:57:00,7,1,POINT (-56.139564 -34.909764)
966,0,0,2018-10-12 12:23:00,-56.166271,-34.883148,5,5,2018-10-12 12:08:00,0,1,POINT (-56.166271 -34.883148)
967,0,0,2018-10-12 14:53:00,-56.186427,-34.871177,5,5,2018-10-12 14:44:00,0,1,POINT (-56.186427 -34.871177)
968,0,0,2018-10-12 17:02:00,-56.271113,-34.775103,6,5,2018-10-12 16:43:00,1,1,POINT (-56.271113 -34.775103)
969,0,0,2018-10-02 14:08:00,-56.19423,-34.899547,5,5,2018-10-02 13:43:00,0,1,POINT (-56.19423 -34.899547)
970,0,0,2018-10-02 14:08:00,-56.124963,-34.904895,6,5,2018-10-02 13:47:00,0,1,POINT (-56.124963 -34.904895)
971,1,0,2018-10-02 16:51:00,-56.0766175,-34.89687775,8,5,2018-10-02 16:10:00,8,4,POINT (-56.0766175 -34.89687775)
972,0,0,2018-10-02 17:10:00,-56.114293,-34.835759,5,5,2018-10-02 16:53:00,0,1,POINT (-56.114293 -34.835759)
973,0,0,2018-10-01 23:36:00,-56.175045,-34.870371,5,5,2018-10-01 23:25:00,0,1,POINT (-56.175045 -34.870371)
974,0,0,2018-10-02 17:32:00,-56.166832,-34.869672,6,5,2018-10-02 16:59:00,0,1,POINT (-56.166832 -34.869672)
975,0,0,2018-10-02 18:40:00,-56.164244,-34.902116,5,5,2018-10-02 18:12:00,0,1,POINT (-56.164244 -34.902116)
976,0,0,2018-10-02 18:44:00,-56.108664,-34.886485,6,5,2018-10-02 18:19:00,0,1,POINT (-56.108664 -34.886485)
977,0,0,2018-10-02 20:46:00,-56.157612,-34.913598,5,5,2018-10-02 20:23:00,0,1,POINT (-56.157612 -34.913598)
978,0,0,2018-10-02 21:43:00,-56.155051,-34.891461,6,5,2018-10-02 21:35:00,0,1,POINT (-56.155051 -34.891461)
979,0,0,2018-10-03 08:15:00,-56.237449,-34.85746,5,5,2018-10-03 07:55:00,0,1,POINT (-56.237449 -34.85746)
980,1,0,2018-10-03 12:52:00,-56.152140375,-34.910684375,8,5,2018-10-03 12:13:00,2,2,POINT (-56.152140375 -34.910684375)
981,2,0,2018-10-03 15:31:00,-56.200564,-34.881865,9,5,2018-10-03 14:39:00,4,1,POINT (-56.200564 -34.881865)
982,0,0,2018-10-03 19:40:00,-56.109422,-34.872746,5,5,2018-10-03 19:21:00,0,1,POINT (-56.109422 -34.872746)
983,0,0,2018-10-04 08:28:00,-56.210285,-34.875702,7,5,2018-10-04 08:12:00,1,1,POINT (-56.210285 -34.875702)
984,0,0,2018-10-04 09:07:00,-56.169456,-34.884256,5,5,2018-10-04 08:58:00,0,1,POINT (-56.169456 -34.884256)
985,0,0,2018-10-04 11:21:00,-56.111031,-34.887289,5,5,2018-10-04 11:06:00,0,1,POINT (-56.111031 -34.887289)
986,0,0,2018-10-04 14:44:00,-56.155343,-34.823492,6,5,2018-10-04 14:11:00,1,1,POINT (-56.155343 -34.823492)
987,0,0,2018-10-03 23:53:00,-56.113563,-34.835333,5,5,2018-10-03 23:37:00,0,1,POINT (-56.113563 -34.835333)
988,0,0,2018-10-04 00:10:00,-56.110991,-34.832706,5,5,2018-10-03 23:51:00,0,1,POINT (-56.110991 -34.832706)
